customer_id,name,business_type,city,region,signup_date
C0794,Konza Wellness Center #2,clinic,Salina,North Central,2022-03-28
C0795,Arkalon Trading Co #3,retail,Wichita,South Central,2022-08-06
C0796,Redbud Outfitters #4,retail,Topeka,Northeast,2018-12-18
C0797,Heartland Title Co #3,office,Wichita,South Central,2019-02-17
C0798,Neosho Mercantile #4,retail,Lawrence,Northeast,2019-04-28
C0799,Bluestem High School #4,school,Kansas City,Northeast,2018-09-06
C0800,Chisholm Diner #3,restaurant,Garden City,Southwest,2019-09-20
C0801,Cedar Bistro #3,restaurant,Wichita,South Central,2021-12-23
C0802,Bluestem Bistro,restaurant,Hays,Northwest,2026-01-05
C0803,Solomon Taqueria #2,restaurant,Dodge City,Southwest,2025-10-02
C0804,Tallgrass Urgent Care,clinic,Lawrence,Northeast,2019-05-01
C0805,Konza Realty #5,office,Wichita,South Central,2021-05-11
C0806,Gypsum Hardware #3,retail,Wichita,South Central,2025-08-31
C0807,Meadowlark Learning Center #2,school,Garden City,Southwest,2022-12-09
C0808,Saline Community Center,nonprofit,Wichita,South Central,2018-09-10
C0809,Cedar Dental #2,clinic,Kansas City,Northeast,2021-07-17
C0810,Bluestem Outfitters,retail,Wichita,South Central,2022-01-01
C0811,Smoky Hill Mercantile #2,retail,Dodge City,Southwest,2020-11-12
C0812,Prairie Diner #3,restaurant,Garden City,Southwest,2022-12-25
C0813,Flint Hills Diner #3,restaurant,Wichita,South Central,2020-08-06
C0814,Chisholm Outfitters,retail,Salina,North Central,2019-07-13
C0815,Meadowlark Steakhouse,restaurant,Manhattan,Northeast,2022-11-03
C0816,Flint Hills Insurance #2,office,Garden City,Southwest,2023-03-02
C0817,Smoky Hill Dental #2,clinic,Topeka,Northeast,2021-03-13
C0818,Prairie Learning Center #2,school,Garden City,Southwest,2018-10-10
C0819,Arkalon Grill #2,restaurant,Topeka,Northeast,2020-09-11
C0820,Solomon Vision Care #2,clinic,Wichita,South Central,2019-09-25
C0821,Konza Engineering #3,office,Derby,South Central,2020-08-17
C0822,Chisholm Middle School #2,school,Wichita,South Central,2018-08-04
C0823,Walnut Middle School #2,school,Wichita,South Central,2018-09-20
C0824,Heartland Hardware,retail,Wichita,South Central,2023-03-25
C0825,Meadowlark Kitchen #3,restaurant,Wichita,South Central,2025-03-24
C0826,Konza Title Co #2,office,Topeka,Northeast,2024-02-26
C0827,Prairie Urgent Care #2,clinic,Garden City,Southwest,2023-02-26
C0828,Arkalon Cafe #2,restaurant,Dodge City,Southwest,2019-11-16
C0829,Solomon Grill #4,restaurant,Topeka,Northeast,2021-09-08
C0830,Walnut Mercantile #2,retail,Derby,South Central,2020-11-03
C0831,Heartland Emporium #2,retail,Wichita,South Central,2019-06-02
C0832,Walnut Title Co,office,Wichita,South Central,2021-04-29
C0833,Konza Vision Care #3,clinic,Kansas City,Northeast,2019-06-22
C0834,Heartland High School #2,school,Wichita,South Central,2026-01-10
C0835,Cedar Diner,restaurant,Pittsburg,Southeast,2022-11-25
C0836,Cedar Cafe #2,restaurant,Hutchinson,South Central,2023-06-21
C0837,Cedar USD Office #4,school,Kansas City,Northeast,2019-09-19
C0838,Cedar Emporium,retail,Lawrence,Northeast,2024-04-10
C0839,Saline Learning Center #2,school,Wichita,South Central,2025-03-18
C0840,Meadowlark Insurance #3,office,Kansas City,Northeast,2020-02-22
C0841,Ninnescah Shelter,nonprofit,Derby,South Central,2022-10-13
C0842,Neosho Pediatrics #2,clinic,Hutchinson,South Central,2020-05-05
C0843,Tallgrass Trading Co #2,retail,Dodge City,Southwest,2020-06-23
C0844,Heartland Law Office #2,office,Wichita,South Central,2024-06-29
C0845,Arkalon Mercantile #4,retail,Hutchinson,South Central,2019-03-05
C0846,Cottonwood Bistro #2,restaurant,Manhattan,Northeast,2022-03-29
C0847,Sunflower Law Office #3,office,Garden City,Southwest,2022-01-14
C0848,Chisholm BBQ,restaurant,Topeka,Northeast,2018-11-02
C0849,Flint Hills Grill,restaurant,Hutchinson,South Central,2026-04-27
C0850,Neosho Emporium #2,retail,Derby,South Central,2025-09-15
C0851,Bluestem BBQ,restaurant,Topeka,Northeast,2021-07-27
C0852,Redbud Realty #4,office,Kansas City,Northeast,2024-02-03
C0853,Solomon Mercantile,retail,Dodge City,Southwest,2022-12-01
C0854,Flint Hills Insurance #3,office,Kansas City,Northeast,2021-12-07
C0855,Konza Pediatrics,clinic,Wichita,South Central,2018-08-22
C0856,Bluestem Trading Co #2,retail,Salina,North Central,2018-11-30
C0857,Meadowlark Food Bank,nonprofit,Hays,Northwest,2019-04-25
C0858,Flint Hills Kitchen #2,restaurant,Wichita,South Central,2022-07-15
C0859,Flint Hills Elementary,school,Kansas City,Northeast,2019-09-21
C0860,Cottonwood Vision Care #2,clinic,Lawrence,Northeast,2020-03-26
C0861,Saline Family Clinic,clinic,Hutchinson,South Central,2023-10-19
C0862,Arkalon Pediatrics #2,clinic,Lawrence,Northeast,2020-04-23
C0863,Konza Engineering #4,office,Derby,South Central,2020-12-24
C0864,Cottonwood Elementary,school,Lawrence,Northeast,2020-01-18
C0865,Walnut Diner #4,restaurant,Manhattan,Northeast,2021-09-27
C0866,Gypsum Insurance #2,office,Hays,Northwest,2020-09-23
C0867,Heartland Title Co #4,office,Kansas City,Northeast,2022-06-12
C0868,Neosho Pediatrics #3,clinic,Derby,South Central,2023-03-21
C0869,Prairie Accounting,office,Manhattan,Northeast,2020-11-29
C0870,Cedar Outfitters #3,retail,Wichita,South Central,2023-05-06
C0871,Neosho Insurance #4,office,Lawrence,Northeast,2022-02-26
C0872,Konza Grill #2,restaurant,Kansas City,Northeast,2021-04-03
C0873,Redbud Grill #3,restaurant,Wichita,South Central,2023-03-13
C0874,Tallgrass Engineering #4,office,Hays,Northwest,2022-08-12
C0875,Cottonwood Diner #2,restaurant,Kansas City,Northeast,2020-10-12
C0876,Redbud Kitchen #4,restaurant,Kansas City,Northeast,2021-03-14
C0877,Bluestem Hardware,retail,Wichita,South Central,2022-09-02
C0878,Arkalon Family Clinic,clinic,Wichita,South Central,2018-10-12
C0879,Chisholm Pediatrics,clinic,Kansas City,Northeast,2021-03-02
C0880,Prairie Urgent Care #3,clinic,Kansas City,Northeast,2021-11-03
C0881,Smoky Hill Academy,school,Dodge City,Southwest,2020-08-03
C0882,Cottonwood Kitchen #3,restaurant,Kansas City,Northeast,2019-05-13
C0883,Smoky Hill Trading Co #2,retail,Hutchinson,South Central,2019-11-24
C0884,Cedar Grill #7,restaurant,Wichita,South Central,2018-10-12
C0885,Flint Hills Market #3,retail,Lawrence,Northeast,2021-01-21
C0886,Smoky Hill BBQ #3,restaurant,Kansas City,Northeast,2018-07-24
C0887,Gypsum Law Office #4,office,Wichita,South Central,2021-02-06
C0888,Solomon Engineering #4,office,Topeka,Northeast,2022-06-19
C0889,Neosho Elementary #2,school,Topeka,Northeast,2019-05-06
C0890,Ninnescah Ministries,nonprofit,Topeka,Northeast,2021-10-27
C0891,Walnut Engineering #2,office,Kansas City,Northeast,2019-02-02
C0892,Sunflower Grill,restaurant,Wichita,South Central,2019-05-25
C0893,Bluestem Insurance #3,office,Kansas City,Northeast,2025-02-24
C0894,Tallgrass Youth Club,nonprofit,Lawrence,Northeast,2021-10-13
C0895,Heartland Bistro,restaurant,Wichita,South Central,2023-06-13
C0896,Meadowlark Law Office,office,Derby,South Central,2020-07-23
C0897,Cottonwood Steakhouse #2,restaurant,Dodge City,Southwest,2023-05-14
C0898,Tallgrass Taqueria #3,restaurant,Garden City,Southwest,2018-11-12
C0899,Solomon Grill #5,restaurant,Wichita,South Central,2019-02-17
C0900,Cottonwood Trading Co,retail,Wichita,South Central,2020-07-10
