order_id,order_date,customer_id,channel,sku,quantity,unit_price,discount_pct,line_total
O012784,2024-11-18,C0285,phone,PW-0043,1,12.0,0.061,11.26
O012784,2024-11-18,C0285,phone,PW-0052,1,21.67,0.061,20.34
O012784,2024-11-18,C0285,phone,PW-0102,2,12.96,0.061,24.33
O013251,2024-11-18,C0299,online,PW-0113,1,5.48,0.056,5.17
O014343,2024-11-18,C0320,online,PW-0082,1,11.37,0.025,11.09
O014343,2024-11-18,C0320,online,PW-0065,1,4.04,0.025,3.94
O014343,2024-11-18,C0320,online,PW-0014,5,12.14,0.025,59.21
O014343,2024-11-18,C0320,online,PW-0068,1,7.98,0.025,7.78
O014343,2024-11-18,C0320,online,PW-0069,3,7.15,0.025,20.92
O014345,2024-11-18,C0320,online,PW-0083,2,6.83,0.05,12.98
O014345,2024-11-18,C0320,online,PW-0022,1,91.45,0.05,86.87
O014346,2024-11-18,C0320,online,PW-0093,1,61.31,0.0,61.31
O014346,2024-11-18,C0320,online,PW-0111,3,4.68,0.0,14.04
O014346,2024-11-18,C0320,online,PW-0119,2,36.67,0.0,73.34
O014346,2024-11-18,C0320,online,PW-0085,1,51.95,0.0,51.95
O015453,2024-11-18,C0346,phone,PW-0077,2,4.19,0.0,8.38
O015744,2024-11-18,C0353,phone,PW-0008,1,33.84,0.008,33.57
O016550,2024-11-18,C0368,online,PW-0044,1,12.9,0.064,12.07
O016969,2024-11-18,C0377,phone,PW-0038,1,21.66,0.078,19.97
O016969,2024-11-18,C0377,phone,PW-0013,1,75.34,0.078,69.45
O016969,2024-11-18,C0377,phone,PW-0117,1,30.69,0.078,28.29
O017247,2024-11-18,C0385,phone,PW-0088,1,33.75,0.044,32.25
O019403,2024-11-18,C0435,online,PW-0016,1,23.22,0.015,22.87
O019403,2024-11-18,C0435,online,PW-0088,2,33.75,0.015,66.48
O019403,2024-11-18,C0435,online,PW-0120,1,33.43,0.015,32.92
O019403,2024-11-18,C0435,online,PW-0012,2,54.27,0.015,106.9
O020873,2024-11-18,C0470,online,PW-0094,1,116.95,0.091,106.31
O021462,2024-11-18,C0481,rep,PW-0001,7,11.36,0.098,71.73
O021462,2024-11-18,C0481,rep,PW-0062,7,58.94,0.098,372.14
O021462,2024-11-18,C0481,rep,PW-0014,25,12.14,0.098,273.76
O021695,2024-11-18,C0488,online,PW-0080,2,6.04,0.0,12.08
O021817,2024-11-18,C0491,rep,PW-0006,7,7.73,0.097,48.87
O021817,2024-11-18,C0491,rep,PW-0099,6,10.88,0.097,58.96
O021817,2024-11-18,C0491,rep,PW-0117,8,30.69,0.097,221.74
O021817,2024-11-18,C0491,rep,PW-0052,18,21.67,0.097,352.29
O021817,2024-11-18,C0491,rep,PW-0034,7,13.01,0.097,82.25
O021817,2024-11-18,C0491,rep,PW-0116,20,29.49,0.097,532.69
O021817,2024-11-18,C0491,rep,PW-0083,4,6.83,0.097,24.67
O021817,2024-11-18,C0491,rep,PW-0073,26,21.74,0.097,510.5
O022176,2024-11-18,C0498,phone,PW-0119,1,36.67,0.032,35.48
O022176,2024-11-18,C0498,phone,PW-0027,1,95.75,0.032,92.65
O022176,2024-11-18,C0498,phone,PW-0106,1,6.92,0.032,6.7
O022176,2024-11-18,C0498,phone,PW-0105,1,8.33,0.032,8.06
O022724,2024-11-18,C0512,online,PW-0064,1,35.85,0.043,34.29
O022724,2024-11-18,C0512,online,PW-0022,1,91.45,0.043,87.47
O023835,2024-11-18,C0542,online,PW-0043,2,12.0,0.0,23.99
O023835,2024-11-18,C0542,online,PW-0067,1,25.95,0.0,25.94
O024074,2024-11-18,C0547,phone,PW-0013,1,75.34,0.061,70.71
O024074,2024-11-18,C0547,phone,PW-0070,1,22.02,0.061,20.67
O024074,2024-11-18,C0547,phone,PW-0099,1,10.88,0.061,10.21
O024074,2024-11-18,C0547,phone,PW-0097,3,22.64,0.061,63.75
O024074,2024-11-18,C0547,phone,PW-0024,1,93.78,0.061,88.02
O024401,2024-11-18,C0553,phone,PW-0073,2,21.74,0.0,43.48
O024401,2024-11-18,C0553,phone,PW-0040,6,37.64,0.0,225.84
O024401,2024-11-18,C0553,phone,PW-0025,6,40.81,0.0,244.86
O024401,2024-11-18,C0553,phone,PW-0108,4,7.56,0.0,30.24
O025173,2024-11-18,C0569,online,PW-0077,1,4.19,0.036,4.04
O025173,2024-11-18,C0569,online,PW-0092,1,88.65,0.036,85.42
O025396,2024-11-18,C0575,phone,PW-0021,1,54.06,0.057,50.96
O027364,2024-11-18,C0620,rep,PW-0029,6,8.25,0.149,42.11
O027364,2024-11-18,C0620,rep,PW-0040,2,37.64,0.149,64.05
O027364,2024-11-18,C0620,rep,PW-0105,4,8.33,0.149,28.35
O027364,2024-11-18,C0620,rep,PW-0082,1,11.37,0.149,9.67
O027364,2024-11-18,C0620,rep,PW-0101,5,16.66,0.149,70.87
O028259,2024-11-18,C0642,phone,PW-0010,14,80.88,0.0,1132.32
O028259,2024-11-18,C0642,phone,PW-0046,5,105.33,0.0,526.65
O029211,2024-11-18,C0658,rep,PW-0110,8,7.04,0.159,47.34
O029211,2024-11-18,C0658,rep,PW-0038,18,21.66,0.159,327.71
O029211,2024-11-18,C0658,rep,PW-0011,5,50.32,0.159,211.48
O029211,2024-11-18,C0658,rep,PW-0041,8,10.8,0.159,72.62
O029443,2024-11-18,C0664,phone,PW-0118,1,15.01,0.0,15.01
O029443,2024-11-18,C0664,phone,PW-0009,1,8.76,0.0,8.76
O029443,2024-11-18,C0664,phone,PW-0114,1,14.68,0.0,14.68
O029443,2024-11-18,C0664,phone,PW-0105,2,8.33,0.0,16.66
O029710,2024-11-18,C0671,phone,PW-0053,6,14.38,0.0,86.28
O029710,2024-11-18,C0671,phone,PW-0061,3,8.97,0.0,26.91
O029710,2024-11-18,C0671,phone,PW-0030,1,70.61,0.0,70.61
O029710,2024-11-18,C0671,phone,PW-0013,1,75.34,0.0,75.34
O029710,2024-11-18,C0671,phone,PW-0044,2,12.9,0.0,25.8
O029710,2024-11-18,C0671,phone,PW-0058,1,24.57,0.0,24.57
O030188,2024-11-18,C0682,online,PW-0057,1,28.05,0.045,26.8
O030188,2024-11-18,C0682,online,PW-0037,1,118.04,0.045,112.77
O030188,2024-11-18,C0682,online,PW-0090,1,163.87,0.045,156.55
O030188,2024-11-18,C0682,online,PW-0055,1,67.63,0.045,64.61
O030189,2024-11-18,C0682,phone,PW-0054,1,36.39,0.0,36.39
O031330,2024-11-18,C0705,rep,PW-0099,19,10.88,0.177,170.15
O031330,2024-11-18,C0705,rep,PW-0114,14,14.68,0.177,169.16
O031330,2024-11-18,C0705,rep,PW-0060,3,44.53,0.177,109.96
O031330,2024-11-18,C0705,rep,PW-0035,10,9.06,0.177,74.57
O031330,2024-11-18,C0705,rep,PW-0034,6,13.01,0.177,64.25
O031793,2024-11-18,C0713,phone,PW-0094,1,116.95,0.032,113.22
O031793,2024-11-18,C0713,phone,PW-0080,1,6.04,0.032,5.85
O032177,2024-11-18,C0720,online,PW-0001,2,11.36,0.007,22.55
O032177,2024-11-18,C0720,online,PW-0031,2,12.67,0.007,25.16
O032177,2024-11-18,C0720,online,PW-0027,1,95.75,0.007,95.05
O032177,2024-11-18,C0720,online,PW-0098,4,71.6,0.007,284.31
O032381,2024-11-18,C0724,phone,PW-0095,1,28.0,0.0,28.0
O032381,2024-11-18,C0724,phone,PW-0092,1,88.65,0.0,88.65
O032381,2024-11-18,C0724,phone,PW-0011,1,50.32,0.0,50.32
O032381,2024-11-18,C0724,phone,PW-0067,2,25.95,0.0,51.9
O032381,2024-11-18,C0724,phone,PW-0070,2,22.02,0.0,44.04
O032381,2024-11-18,C0724,phone,PW-0080,1,6.04,0.0,6.04
O032737,2024-11-18,C0732,rep,PW-0114,28,14.68,0.104,368.3
O032737,2024-11-18,C0732,rep,PW-0116,25,29.49,0.104,660.59
O032883,2024-11-18,C0735,online,PW-0053,1,14.38,0.033,13.9
O032883,2024-11-18,C0735,online,PW-0040,1,37.64,0.033,36.39
O032883,2024-11-18,C0735,online,PW-0058,1,24.57,0.033,23.75
O033983,2024-11-18,C0758,phone,PW-0020,1,9.81,0.084,8.98
O033983,2024-11-18,C0758,phone,PW-0011,1,50.32,0.084,46.07
O033983,2024-11-18,C0758,phone,PW-0014,1,12.14,0.084,11.12
O033983,2024-11-18,C0758,phone,PW-0104,1,9.81,0.084,8.98
O033983,2024-11-18,C0758,phone,PW-0083,1,6.83,0.084,6.25
O033983,2024-11-18,C0758,phone,PW-0003,4,10.1,0.084,36.99
O034888,2024-11-18,C0774,online,PW-0104,2,9.81,0.024,19.15
O034888,2024-11-18,C0774,online,PW-0048,3,25.85,0.024,75.7
O034888,2024-11-18,C0774,online,PW-0061,1,8.97,0.024,8.76
O034888,2024-11-18,C0774,online,PW-0053,2,14.38,0.024,28.07
O034888,2024-11-18,C0774,online,PW-0059,1,17.36,0.024,16.95
O035017,2024-11-18,C0777,online,PW-0111,2,4.68,0.009,9.28
O035017,2024-11-18,C0777,online,PW-0101,1,16.66,0.009,16.52
O035017,2024-11-18,C0777,online,PW-0105,3,8.33,0.009,24.78
O035017,2024-11-18,C0777,online,PW-0103,1,46.82,0.009,46.42
O036008,2024-11-18,C0801,rep,PW-0031,3,12.67,0.194,30.63
O036008,2024-11-18,C0801,rep,PW-0037,3,118.04,0.194,285.36
O036008,2024-11-18,C0801,rep,PW-0105,3,8.33,0.194,20.14
O036681,2024-11-18,C0815,online,PW-0119,1,36.67,0.088,33.45
O036681,2024-11-18,C0815,online,PW-0117,1,30.69,0.088,28.0
O036681,2024-11-18,C0815,online,PW-0033,2,21.37,0.088,38.99
O036681,2024-11-18,C0815,online,PW-0031,2,12.67,0.088,23.12
O036681,2024-11-18,C0815,online,PW-0087,2,20.54,0.088,37.48
O036906,2024-11-18,C0820,online,PW-0027,1,95.75,0.105,85.67
O036906,2024-11-18,C0820,online,PW-0025,1,40.81,0.105,36.51
O036906,2024-11-18,C0820,online,PW-0069,1,7.15,0.105,6.4
O037777,2024-11-18,C0840,online,PW-0079,1,20.73,0.079,19.09
O037795,2024-11-18,C0841,phone,PW-0019,13,9.73,0.018,124.18
O037795,2024-11-18,C0841,phone,PW-0069,4,7.15,0.018,28.08
O037795,2024-11-18,C0841,phone,PW-0061,9,8.97,0.018,79.25
O037795,2024-11-18,C0841,phone,PW-0017,5,15.42,0.018,75.69
O037795,2024-11-18,C0841,phone,PW-0078,9,19.98,0.018,176.53
O037795,2024-11-18,C0841,phone,PW-0110,6,7.04,0.018,41.47
O037795,2024-11-18,C0841,phone,PW-0044,10,12.9,0.018,126.64
O037795,2024-11-18,C0841,phone,PW-0042,5,20.4,0.018,100.13
O038170,2024-11-18,C0848,phone,PW-0094,1,116.95,0.002,116.76
O038170,2024-11-18,C0848,phone,PW-0021,3,54.06,0.002,161.91
O038170,2024-11-18,C0848,phone,PW-0058,2,24.57,0.002,49.06
O038170,2024-11-18,C0848,phone,PW-0084,2,10.74,0.002,21.44
O038430,2024-11-18,C0856,online,PW-0087,1,20.54,0.023,20.07
O038430,2024-11-18,C0856,online,PW-0104,1,9.81,0.023,9.59
O038609,2024-11-18,C0861,phone,PW-0109,1,46.33,0.0,46.33
O038609,2024-11-18,C0861,phone,PW-0086,1,7.94,0.0,7.94
O038609,2024-11-18,C0861,phone,PW-0009,2,8.76,0.0,17.52
O038609,2024-11-18,C0861,phone,PW-0101,1,16.66,0.0,16.66
O038609,2024-11-18,C0861,phone,PW-0025,1,40.81,0.0,40.81
O039285,2024-11-18,C0877,online,PW-0105,1,8.33,0.026,8.12
O039285,2024-11-18,C0877,online,PW-0111,1,4.68,0.026,4.56
O039285,2024-11-18,C0877,online,PW-0090,1,163.87,0.026,159.68
O039286,2024-11-18,C0877,online,PW-0103,1,46.82,0.011,46.33
O001161,2024-11-19,C0034,rep,PW-0055,6,67.63,0.083,372.02
O001161,2024-11-19,C0034,rep,PW-0076,4,33.13,0.083,121.49
O001161,2024-11-19,C0034,rep,PW-0079,3,20.73,0.083,57.02
O001850,2024-11-19,C0047,phone,PW-0034,2,13.01,0.0,26.02
O001850,2024-11-19,C0047,phone,PW-0057,3,28.05,0.0,84.15
O003630,2024-11-19,C0089,rep,PW-0050,10,36.02,0.175,297.07
O003630,2024-11-19,C0089,rep,PW-0038,17,21.66,0.175,303.69
O003630,2024-11-19,C0089,rep,PW-0119,4,36.67,0.175,120.97
O003630,2024-11-19,C0089,rep,PW-0080,6,6.04,0.175,29.89
O003630,2024-11-19,C0089,rep,PW-0048,6,25.85,0.175,127.92
O003697,2024-11-19,C0090,online,PW-0010,3,80.88,0.071,225.33
O003697,2024-11-19,C0090,online,PW-0065,1,4.04,0.071,3.75
O003697,2024-11-19,C0090,online,PW-0081,1,10.94,0.071,10.16
O003697,2024-11-19,C0090,online,PW-0056,4,9.05,0.071,33.62
O003697,2024-11-19,C0090,online,PW-0062,4,58.94,0.071,218.94
O004060,2024-11-19,C0100,online,PW-0032,3,34.89,0.041,100.37
O004060,2024-11-19,C0100,online,PW-0117,1,30.69,0.041,29.43
O004060,2024-11-19,C0100,online,PW-0029,1,8.25,0.041,7.91
O004060,2024-11-19,C0100,online,PW-0086,2,7.94,0.041,15.23
O004060,2024-11-19,C0100,online,PW-0043,1,12.0,0.041,11.51
O004060,2024-11-19,C0100,online,PW-0047,2,8.26,0.041,15.84
O004060,2024-11-19,C0100,online,PW-0049,6,30.18,0.041,173.64
O004814,2024-11-19,C0121,rep,PW-0022,13,91.45,0.075,1099.45
O004814,2024-11-19,C0121,rep,PW-0052,9,21.67,0.075,180.36
O005103,2024-11-19,C0126,rep,PW-0006,5,7.73,0.086,35.31
O005103,2024-11-19,C0126,rep,PW-0075,50,19.36,0.086,884.35
O005103,2024-11-19,C0126,rep,PW-0004,8,87.75,0.086,641.34
O005103,2024-11-19,C0126,rep,PW-0107,14,26.79,0.086,342.65
O005849,2024-11-19,C0144,online,PW-0010,1,80.88,0.049,76.94
O005849,2024-11-19,C0144,online,PW-0071,1,44.55,0.049,42.38
O005849,2024-11-19,C0144,online,PW-0024,1,93.78,0.049,89.22
O006130,2024-11-19,C0151,online,PW-0012,2,54.27,0.076,100.24
O006130,2024-11-19,C0151,online,PW-0093,1,61.31,0.076,56.62
O006130,2024-11-19,C0151,online,PW-0083,1,6.83,0.076,6.31
O006342,2024-11-19,C0156,phone,PW-0038,1,21.66,0.067,20.21
O006342,2024-11-19,C0156,phone,PW-0018,1,32.06,0.067,29.92
O006342,2024-11-19,C0156,phone,PW-0055,1,67.63,0.067,63.11
O006342,2024-11-19,C0156,phone,PW-0053,2,14.38,0.067,26.84
O006342,2024-11-19,C0156,phone,PW-0101,1,16.66,0.067,15.55
O008313,2024-11-19,C0194,rep,PW-0119,6,36.67,0.193,177.61
O008313,2024-11-19,C0194,rep,PW-0118,2,15.01,0.193,24.23
O008313,2024-11-19,C0194,rep,PW-0054,4,36.39,0.193,117.5
O008771,2024-11-19,C0203,online,PW-0025,2,40.81,0.032,79.03
O008771,2024-11-19,C0203,online,PW-0027,1,95.75,0.032,92.71
O008771,2024-11-19,C0203,online,PW-0071,3,44.55,0.032,129.41
O008771,2024-11-19,C0203,online,PW-0092,1,88.65,0.032,85.84
O008892,2024-11-19,C0206,phone,PW-0030,4,70.61,0.0,282.44
O008892,2024-11-19,C0206,phone,PW-0019,14,9.73,0.0,136.22
O008892,2024-11-19,C0206,phone,PW-0043,5,12.0,0.0,60.0
O008892,2024-11-19,C0206,phone,PW-0009,2,8.76,0.0,17.52
O009325,2024-11-19,C0211,phone,PW-0055,10,67.63,0.0,676.3
O009325,2024-11-19,C0211,phone,PW-0105,5,8.33,0.0,41.65
O009325,2024-11-19,C0211,phone,PW-0042,6,20.4,0.0,122.4
O009325,2024-11-19,C0211,phone,PW-0032,5,34.89,0.0,174.45
O009325,2024-11-19,C0211,phone,PW-0096,4,61.07,0.0,244.28
O010501,2024-11-19,C0234,phone,PW-0014,2,12.14,0.015,23.92
O010501,2024-11-19,C0234,phone,PW-0001,4,11.36,0.015,44.76
O010501,2024-11-19,C0234,phone,PW-0056,4,9.05,0.015,35.66
O010501,2024-11-19,C0234,phone,PW-0116,1,29.49,0.015,29.05
O010501,2024-11-19,C0234,phone,PW-0108,2,7.56,0.015,14.89
O011267,2024-11-19,C0253,online,PW-0049,1,30.18,0.085,27.6
O011267,2024-11-19,C0253,online,PW-0039,1,104.74,0.085,95.79
O011267,2024-11-19,C0253,online,PW-0005,1,7.82,0.085,7.15
O011267,2024-11-19,C0253,online,PW-0036,1,14.0,0.085,12.8
O011267,2024-11-19,C0253,online,PW-0017,2,15.42,0.085,28.21
O011267,2024-11-19,C0253,online,PW-0057,4,28.05,0.085,102.62
O011267,2024-11-19,C0253,online,PW-0040,1,37.64,0.085,34.43
O011626,2024-11-19,C0260,online,PW-0073,1,21.74,0.015,21.42
O011626,2024-11-19,C0260,online,PW-0113,1,5.48,0.015,5.4
O011626,2024-11-19,C0260,online,PW-0003,1,10.1,0.015,9.95
O011626,2024-11-19,C0260,online,PW-0079,1,20.73,0.015,20.42
O011960,2024-11-19,C0266,online,PW-0093,1,61.31,0.065,57.33
O011960,2024-11-19,C0266,online,PW-0092,1,88.65,0.065,82.89
O011960,2024-11-19,C0266,online,PW-0010,1,80.88,0.065,75.63
O011960,2024-11-19,C0266,online,PW-0099,1,10.88,0.065,10.17
O012663,2024-11-19,C0282,online,PW-0097,1,22.64,0.06,21.27
O012663,2024-11-19,C0282,online,PW-0032,1,34.89,0.06,32.78
O013252,2024-11-19,C0299,phone,PW-0115,1,17.96,0.0,17.96
O013889,2024-11-19,C0311,online,PW-0043,3,12.0,0.108,32.1
O013889,2024-11-19,C0311,online,PW-0061,1,8.97,0.108,8.0
O013889,2024-11-19,C0311,online,PW-0103,1,46.82,0.108,41.75
O014691,2024-11-19,C0326,online,PW-0036,2,14.0,0.053,26.52
O014691,2024-11-19,C0326,online,PW-0028,1,35.75,0.053,33.86
O014691,2024-11-19,C0326,online,PW-0024,1,93.78,0.053,88.83
O014691,2024-11-19,C0326,online,PW-0042,2,20.4,0.053,38.65
O014866,2024-11-19,C0328,online,PW-0110,2,7.04,0.0,14.08
O014866,2024-11-19,C0328,online,PW-0040,1,37.64,0.0,37.64
O014866,2024-11-19,C0328,online,PW-0079,1,20.73,0.0,20.73
O014866,2024-11-19,C0328,online,PW-0082,1,11.37,0.0,11.37
O015857,2024-11-19,C0358,phone,PW-0009,1,8.76,0.066,8.18
O015857,2024-11-19,C0358,phone,PW-0102,4,12.96,0.066,48.41
O015857,2024-11-19,C0358,phone,PW-0050,7,36.02,0.066,235.48
O015857,2024-11-19,C0358,phone,PW-0120,3,33.43,0.066,93.66
O015857,2024-11-19,C0358,phone,PW-0025,2,40.81,0.066,76.23
O015857,2024-11-19,C0358,phone,PW-0051,3,11.21,0.066,31.41
O016466,2024-11-19,C0367,rep,PW-0094,16,116.95,0.117,1652.35
O016466,2024-11-19,C0367,rep,PW-0052,10,21.67,0.117,191.35
O016466,2024-11-19,C0367,rep,PW-0062,13,58.94,0.117,676.6
O016466,2024-11-19,C0367,rep,PW-0019,26,9.73,0.117,223.39
O016466,2024-11-19,C0367,rep,PW-0046,16,105.33,0.117,1488.17
O016466,2024-11-19,C0367,rep,PW-0007,7,63.84,0.117,394.61
O016466,2024-11-19,C0367,rep,PW-0051,8,11.21,0.117,79.19
O016466,2024-11-19,C0367,rep,PW-0022,17,91.45,0.117,1372.82
O017384,2024-11-19,C0388,phone,PW-0108,2,7.56,0.0,15.12
O017384,2024-11-19,C0388,phone,PW-0106,1,6.92,0.0,6.92
O017965,2024-11-19,C0400,phone,PW-0057,1,28.05,0.043,26.83
O017965,2024-11-19,C0400,phone,PW-0025,1,40.81,0.043,39.04
O018173,2024-11-19,C0407,phone,PW-0072,5,39.77,0.037,191.47
O018173,2024-11-19,C0407,phone,PW-0037,9,118.04,0.037,1022.92
O018173,2024-11-19,C0407,phone,PW-0006,1,7.73,0.037,7.44
O018173,2024-11-19,C0407,phone,PW-0041,2,10.8,0.037,20.8
O018173,2024-11-19,C0407,phone,PW-0062,3,58.94,0.037,170.26
O018173,2024-11-19,C0407,phone,PW-0017,4,15.42,0.037,59.39
O019311,2024-11-19,C0432,online,PW-0088,1,33.75,0.058,31.79
O019311,2024-11-19,C0432,online,PW-0107,2,26.79,0.058,50.47
O019311,2024-11-19,C0432,online,PW-0056,3,9.05,0.058,25.57
O019311,2024-11-19,C0432,online,PW-0044,1,12.9,0.058,12.15
O019311,2024-11-19,C0432,online,PW-0110,3,7.04,0.058,19.89
O019311,2024-11-19,C0432,online,PW-0053,1,14.38,0.058,13.55
O021224,2024-11-19,C0477,rep,PW-0113,12,5.48,0.087,60.01
O021224,2024-11-19,C0477,rep,PW-0035,3,9.06,0.087,24.8
O023269,2024-11-19,C0523,online,PW-0043,1,12.0,0.005,11.94
O023269,2024-11-19,C0523,online,PW-0020,1,9.81,0.005,9.76
O023269,2024-11-19,C0523,online,PW-0059,1,17.36,0.005,17.27
O025332,2024-11-19,C0574,phone,PW-0030,1,70.61,0.066,65.93
O025332,2024-11-19,C0574,phone,PW-0111,1,4.68,0.066,4.37
O025812,2024-11-19,C0585,rep,PW-0094,3,116.95,0.106,313.75
O025812,2024-11-19,C0585,rep,PW-0112,4,8.94,0.106,31.98
O025812,2024-11-19,C0585,rep,PW-0017,5,15.42,0.106,68.95
O025932,2024-11-19,C0587,phone,PW-0008,4,33.84,0.029,131.49
O025932,2024-11-19,C0587,phone,PW-0107,9,26.79,0.029,234.21
O025932,2024-11-19,C0587,phone,PW-0023,11,19.03,0.029,203.34
O025932,2024-11-19,C0587,phone,PW-0080,8,6.04,0.029,46.94
O025932,2024-11-19,C0587,phone,PW-0042,11,20.4,0.029,217.98
O025932,2024-11-19,C0587,phone,PW-0047,6,8.26,0.029,48.14
O025932,2024-11-19,C0587,phone,PW-0024,6,93.78,0.029,546.59
O025932,2024-11-19,C0587,phone,PW-0066,7,13.92,0.029,94.65
O026601,2024-11-19,C0602,rep,PW-0035,10,9.06,0.175,74.76
O026601,2024-11-19,C0602,rep,PW-0053,3,14.38,0.175,35.6
O026601,2024-11-19,C0602,rep,PW-0055,9,67.63,0.175,502.26
O026601,2024-11-19,C0602,rep,PW-0019,5,9.73,0.175,40.14
O026601,2024-11-19,C0602,rep,PW-0036,10,14.0,0.175,115.52
O026797,2024-11-19,C0604,rep,PW-0117,7,30.69,0.201,171.6
O026797,2024-11-19,C0604,rep,PW-0118,5,15.01,0.201,59.95
O026797,2024-11-19,C0604,rep,PW-0012,3,54.27,0.201,130.05
O030444,2024-11-19,C0686,phone,PW-0083,6,6.83,0.067,38.25
O030444,2024-11-19,C0686,phone,PW-0074,1,8.22,0.067,7.67
O030444,2024-11-19,C0686,phone,PW-0067,4,25.95,0.067,96.89
O030483,2024-11-19,C0687,online,PW-0093,2,61.31,0.033,118.53
O030679,2024-11-19,C0693,online,PW-0015,1,67.01,0.0,67.01
O031888,2024-11-19,C0714,phone,PW-0076,1,33.13,0.058,31.2
O031888,2024-11-19,C0714,phone,PW-0035,1,9.06,0.058,8.53
O031888,2024-11-19,C0714,phone,PW-0015,1,67.01,0.058,63.1
O032680,2024-11-19,C0731,phone,PW-0064,3,35.85,0.021,105.26
O032946,2024-11-19,C0736,online,PW-0074,3,8.22,0.083,22.61
O032946,2024-11-19,C0736,online,PW-0080,3,6.04,0.083,16.62
O032946,2024-11-19,C0736,online,PW-0067,3,25.95,0.083,71.39
O032946,2024-11-19,C0736,online,PW-0071,2,44.55,0.083,81.71
O032946,2024-11-19,C0736,online,PW-0026,1,26.87,0.083,24.64
O033127,2024-11-19,C0739,online,PW-0039,3,104.74,0.0,314.22
O033127,2024-11-19,C0739,online,PW-0010,2,80.88,0.0,161.76
O033127,2024-11-19,C0739,online,PW-0041,1,10.8,0.0,10.8
O033127,2024-11-19,C0739,online,PW-0095,7,28.0,0.0,196.0
O033899,2024-11-19,C0757,online,PW-0107,1,26.79,0.09,24.37
O033899,2024-11-19,C0757,online,PW-0104,1,9.81,0.09,8.92
O033899,2024-11-19,C0757,online,PW-0086,1,7.94,0.09,7.22
O033899,2024-11-19,C0757,online,PW-0108,1,7.56,0.09,6.88
O033899,2024-11-19,C0757,online,PW-0024,1,93.78,0.09,85.31
O033899,2024-11-19,C0757,online,PW-0054,1,36.39,0.09,33.1
O035913,2024-11-19,C0800,rep,PW-0038,21,21.66,0.165,379.87
O035913,2024-11-19,C0800,rep,PW-0054,12,36.39,0.165,364.69
O035913,2024-11-19,C0800,rep,PW-0107,6,26.79,0.165,134.24
O036009,2024-11-19,C0801,phone,PW-0061,2,8.97,0.0,17.94
O036009,2024-11-19,C0801,phone,PW-0022,2,91.45,0.0,182.9
O036448,2024-11-19,C0812,online,PW-0028,1,35.75,0.005,35.58
O036526,2024-11-19,C0813,rep,PW-0038,4,21.66,0.171,71.82
O036526,2024-11-19,C0813,rep,PW-0061,11,8.97,0.171,81.79
O036526,2024-11-19,C0813,rep,PW-0040,4,37.64,0.171,124.8
O036526,2024-11-19,C0813,rep,PW-0060,4,44.53,0.171,147.65
O036526,2024-11-19,C0813,rep,PW-0023,9,19.03,0.171,141.97
O036526,2024-11-19,C0813,rep,PW-0011,4,50.32,0.171,166.85
O036526,2024-11-19,C0813,rep,PW-0010,3,80.88,0.171,201.13
O036778,2024-11-19,C0817,phone,PW-0020,1,9.81,0.04,9.41
O036778,2024-11-19,C0817,phone,PW-0095,1,28.0,0.04,26.87
O036778,2024-11-19,C0817,phone,PW-0065,1,4.04,0.04,3.88
O036778,2024-11-19,C0817,phone,PW-0102,1,12.96,0.04,12.44
O036778,2024-11-19,C0817,phone,PW-0058,5,24.57,0.04,117.88
O036778,2024-11-19,C0817,phone,PW-0022,1,91.45,0.04,87.75
O037530,2024-11-19,C0835,rep,PW-0041,29,10.8,0.134,271.36
O037530,2024-11-19,C0835,rep,PW-0047,13,8.26,0.134,93.03
O037530,2024-11-19,C0835,rep,PW-0090,9,163.87,0.134,1277.79
O037530,2024-11-19,C0835,rep,PW-0054,11,36.39,0.134,346.81
O037530,2024-11-19,C0835,rep,PW-0067,19,25.95,0.134,427.18
O037530,2024-11-19,C0835,rep,PW-0034,8,13.01,0.134,90.17
O037530,2024-11-19,C0835,rep,PW-0119,18,36.67,0.134,571.87
O038168,2024-11-19,C0848,phone,PW-0032,2,34.89,0.0,69.78
O038168,2024-11-19,C0848,phone,PW-0091,6,11.02,0.0,66.12
O038168,2024-11-19,C0848,phone,PW-0060,4,44.53,0.0,178.12
O038168,2024-11-19,C0848,phone,PW-0025,3,40.81,0.0,122.43
O038168,2024-11-19,C0848,phone,PW-0062,3,58.94,0.0,176.82
O038978,2024-11-19,C0872,online,PW-0002,1,8.48,0.095,7.68
O040016,2024-11-19,C0896,rep,PW-0066,15,13.92,0.114,185.09
O040016,2024-11-19,C0896,rep,PW-0020,11,9.81,0.114,95.66
O000329,2024-11-20,C0010,online,PW-0069,1,7.15,0.0,7.15
O000422,2024-11-20,C0013,phone,PW-0086,1,7.94,0.0,7.94
O000422,2024-11-20,C0013,phone,PW-0035,1,9.06,0.0,9.06
O002995,2024-11-20,C0077,online,PW-0019,1,9.73,0.038,9.36
O002995,2024-11-20,C0077,online,PW-0088,1,33.75,0.038,32.47
O004710,2024-11-20,C0118,rep,PW-0065,4,4.04,0.158,13.61
O004710,2024-11-20,C0118,rep,PW-0074,6,8.22,0.158,41.53
O004710,2024-11-20,C0118,rep,PW-0112,3,8.94,0.158,22.58
O004710,2024-11-20,C0118,rep,PW-0105,10,8.33,0.158,70.15
O004710,2024-11-20,C0118,rep,PW-0017,6,15.42,0.158,77.91
