customer_id,orders_12m,revenue_12m,avg_order_value,avg_discount_pct,pct_online,aug_jan_share,weeks_since_last_order,business_type,region,tenure_months,pilot,churned
C0612,11,1850.21,157.92,0.075,0.333,0.667,13.3,nonprofit,Northeast,15.5,,1
C0613,15,17237.65,2707.18,0.066,0.172,0.31,10.9,school,North Central,61.3,,0
C0615,26,8541.21,303.91,0.08,0.36,0.24,2.6,clinic,South Central,48.4,,0
C0616,8,29130.4,1911.19,0.06,0.273,0.273,3.4,school,South Central,80.9,,0
C0617,7,1042.78,204.8,0.048,0.348,0.13,11.9,clinic,Northeast,85.4,,0
C0618,16,1370.27,86.73,0.03,0.966,0.172,1.3,clinic,Northeast,56.9,1.0,0
C0619,4,598.79,167.34,0.067,0.261,0.13,10.9,office,South Central,71.4,,1
C0620,19,2689.74,169.12,0.072,0.404,0.135,0.4,retail,South Central,44.9,,0
C0621,11,2252.64,196.74,0.073,0.265,0.118,1.3,clinic,Northeast,79.0,,0
C0622,14,2190.73,216.56,0.082,0.259,0.556,5.6,nonprofit,Northeast,20.4,,0
C0623,37,13790.07,438.47,0.069,0.286,0.221,0.7,retail,Southwest,44.0,,0
C0624,4,1283.05,302.31,0.096,0.292,0.458,20.3,school,Northeast,75.7,,0
C0625,5,435.09,87.02,0.039,1.0,0.0,0.6,office,South Central,1.8,0.0,0
C0626,24,14390.69,481.15,0.072,0.373,0.164,1.7,restaurant,Northwest,80.8,,0
C0627,13,1627.86,148.79,0.071,0.294,0.235,10.7,office,South Central,18.5,,1
C0628,11,1402.7,100.49,0.045,0.968,0.065,7.9,restaurant,Northeast,60.6,1.0,0
C0629,9,821.28,91.25,0.078,0.667,0.0,25.6,nonprofit,Northeast,8.7,,0
C0630,12,2324.73,238.29,0.058,0.25,0.179,9.6,clinic,Northeast,78.6,,1
C0631,7,10821.35,2118.33,0.08,0.263,0.316,4.6,school,Northwest,41.6,,0
C0632,9,1093.97,93.83,0.045,0.933,0.3,19.4,office,Northeast,56.6,0.0,1
C0633,3,5271.63,2454.02,0.058,0.133,0.4,6.6,school,Northeast,70.8,,0
C0634,23,9550.31,443.68,0.058,0.333,0.222,14.9,restaurant,South Central,78.3,,1
C0635,16,1931.73,120.11,0.068,0.314,0.171,0.4,office,Northeast,75.4,,0
C0637,23,14237.96,594.42,0.071,0.321,0.113,1.4,retail,Northeast,54.1,,0
C0638,4,525.99,70.51,0.027,1.0,0.357,9.4,nonprofit,Northeast,71.0,1.0,0
C0639,38,41490.27,705.79,0.062,0.396,0.22,1.7,restaurant,Northwest,43.3,,0
C0640,15,1245.1,72.48,0.053,0.929,0.214,6.7,office,South Central,43.5,1.0,0
C0641,18,2813.73,147.71,0.056,0.467,0.367,5.6,nonprofit,South Central,42.3,,0
C0642,12,2220.79,268.88,0.052,0.515,0.303,0.4,clinic,Northeast,67.3,,0
C0643,24,8101.94,366.57,0.06,0.34,0.064,1.3,restaurant,South Central,56.7,,0
C0644,19,4084.85,188.31,0.057,0.326,0.442,4.3,school,South Central,39.9,,0
C0645,22,10280.25,548.42,0.05,0.327,0.164,0.6,restaurant,North Central,35.2,,0
C0646,11,18310.19,1388.43,0.064,0.261,0.304,4.9,school,Northeast,30.2,,0
C0647,16,4290.68,179.3,0.067,0.333,0.128,9.7,office,Northeast,81.3,,1
C0648,20,2315.68,92.22,0.044,0.935,0.258,2.9,retail,Northeast,35.1,1.0,0
C0650,8,713.73,93.71,0.04,0.839,0.258,0.9,clinic,Northwest,37.2,0.0,0
C0651,20,6176.76,326.48,0.065,0.308,0.096,1.7,retail,Northwest,66.5,,0
C0652,10,831.55,77.32,0.024,1.0,0.261,15.7,retail,Northeast,52.2,0.0,1
C0653,26,12625.88,456.3,0.073,0.342,0.184,0.3,restaurant,Southeast,75.3,,0
C0654,52,17988.12,336.61,0.069,0.333,0.108,0.4,retail,North Central,60.4,,0
C0655,65,33530.71,470.69,0.065,0.327,0.176,0.3,restaurant,South Central,31.1,,0
C0656,43,19075.94,440.03,0.074,0.254,0.07,1.6,retail,South Central,17.6,,0
C0657,5,8956.52,2039.52,0.064,0.3,0.2,15.6,nonprofit,Northwest,66.3,,0
C0658,12,4468.75,568.29,0.08,0.318,0.273,18.3,restaurant,Northeast,50.4,,1
C0659,10,2070.37,269.31,0.076,0.278,0.167,0.3,clinic,Northeast,29.1,,0
C0660,10,3016.45,213.26,0.063,0.304,0.261,10.3,retail,Northeast,65.3,,0
C0661,10,1075.57,141.08,0.059,0.421,0.316,10.7,restaurant,South Central,44.0,,0
C0662,18,10572.13,466.0,0.09,0.318,0.159,2.6,restaurant,South Central,56.4,,0
C0663,12,3422.04,246.43,0.071,0.269,0.231,1.6,office,Northeast,73.9,,0
C0664,38,9079.25,345.97,0.047,0.374,0.162,6.9,retail,Northeast,41.1,,1
C0665,9,24812.39,2896.06,0.077,0.158,0.368,2.4,school,South Central,87.2,,0
C0666,12,842.04,70.21,0.042,0.964,0.321,5.3,restaurant,Southwest,82.2,1.0,0
C0667,12,582.97,71.95,0.041,0.975,0.2,19.6,restaurant,South Central,41.5,1.0,1
C0668,18,3417.06,270.02,0.083,0.27,0.189,0.3,restaurant,South Central,76.7,,0
C0669,5,99.07,84.56,0.041,0.9,0.3,11.4,nonprofit,Southeast,88.5,1.0,1
C0670,8,1085.08,302.33,0.041,0.421,0.158,23.9,retail,Southeast,30.8,,0
C0671,41,19474.83,575.72,0.068,0.272,0.163,1.7,restaurant,Northeast,57.1,,0
C0672,9,16837.09,1720.77,0.059,0.154,0.154,6.6,school,Southwest,75.2,,0
C0673,11,2043.37,192.17,0.063,0.316,0.263,0.9,clinic,North Central,68.7,,0
C0674,10,1348.81,115.74,0.032,0.333,0.222,14.9,office,Northeast,46.4,,0
C0675,15,3205.41,180.35,0.076,0.5,0.107,4.3,office,South Central,84.9,,0
C0676,30,10855.17,448.6,0.074,0.39,0.159,0.9,restaurant,Southwest,46.2,,0
C0677,11,672.96,92.99,0.041,0.944,0.278,2.4,restaurant,Northwest,77.7,1.0,0
C0678,9,19681.64,1879.59,0.083,0.35,0.5,13.7,school,Northeast,79.7,,0
C0679,12,1005.86,71.71,0.056,0.88,0.24,3.4,clinic,Northeast,47.3,0.0,0
C0680,21,3333.21,133.25,0.069,0.395,0.116,0.4,retail,South Central,42.1,,0
C0681,20,3203.57,162.35,0.073,0.367,0.133,4.7,office,South Central,49.0,,0
C0682,18,4441.06,227.1,0.068,0.34,0.128,3.7,restaurant,North Central,36.3,,0
C0683,13,25945.19,1829.21,0.07,0.278,0.222,4.7,school,South Central,67.7,,0
C0684,55,17595.42,335.35,0.058,0.386,0.181,0.7,retail,North Central,80.3,,0
C0685,12,28978.73,2912.29,0.063,0.206,0.471,1.4,school,South Central,84.9,,0
C0686,13,1700.59,127.48,0.077,0.242,0.152,5.6,office,Northwest,88.1,,0
C0687,10,729.74,84.68,0.046,0.9,0.133,8.9,office,South Central,61.7,0.0,1
C0688,15,1574.78,147.04,0.056,0.488,0.268,1.7,school,Southwest,71.6,,0
C0689,13,4515.65,257.2,0.064,0.5,0.179,2.7,clinic,Southeast,73.2,,0
C0690,13,47297.5,3191.58,0.084,0.269,0.154,2.4,school,Northeast,68.8,,0
C0691,14,1296.56,75.05,0.038,1.0,0.217,5.6,retail,South Central,82.2,1.0,0
C0692,19,3961.16,166.48,0.062,0.447,0.158,3.4,office,North Central,64.8,,0
C0693,5,864.2,95.1,0.041,0.941,0.118,14.3,retail,South Central,51.4,1.0,0
C0694,24,10995.61,363.09,0.064,0.435,0.145,3.4,retail,Northeast,86.5,,0
C0695,25,8347.15,433.61,0.073,0.303,0.167,0.6,restaurant,Northeast,51.1,,0
C0696,18,2805.53,168.58,0.058,0.267,0.244,1.3,office,Northeast,43.1,,0
C0697,17,6972.31,456.91,0.066,0.25,0.321,4.6,restaurant,Northeast,32.5,,0
C0698,10,773.11,74.64,0.039,0.97,0.121,2.4,office,South Central,39.4,0.0,0
C0699,13,2207.94,138.08,0.075,0.294,0.147,0.7,retail,Northeast,47.3,,0
C0700,24,9425.97,552.72,0.067,0.319,0.145,0.7,retail,South Central,53.0,,0
C0701,8,1145.57,107.97,0.039,0.926,0.185,8.6,retail,Northeast,62.5,0.0,0
C0702,6,1006.58,147.88,0.058,0.417,0.125,12.6,office,Northeast,32.1,,0
C0703,9,3058.97,319.36,0.075,0.28,0.2,1.9,clinic,Northeast,67.1,,0
C0704,24,11592.95,474.24,0.071,0.268,0.179,1.4,restaurant,Northwest,58.7,,0
C0705,31,18819.23,561.5,0.069,0.372,0.231,9.6,restaurant,Northeast,89.5,,0
C0706,7,937.64,128.32,0.101,0.312,0.188,13.3,office,Southwest,23.8,,0
C0707,7,11904.89,1317.75,0.053,0.316,0.105,4.3,school,Southwest,36.9,,0
C0708,6,1191.59,259.18,0.065,0.348,0.087,14.6,clinic,South Central,65.1,,0
C0709,33,19288.67,440.3,0.059,0.416,0.195,6.3,restaurant,Southwest,66.6,,0
C0710,41,25899.43,487.98,0.078,0.368,0.095,0.3,retail,Northeast,35.6,,0
C0711,10,726.54,63.47,0.045,0.955,0.182,14.7,office,Northeast,46.3,1.0,0
C0712,10,2025.99,277.29,0.049,0.323,0.194,2.4,clinic,Southwest,28.0,,0
C0713,36,17703.41,556.63,0.06,0.309,0.124,4.4,retail,South Central,68.4,,0
C0714,21,3138.89,171.12,0.06,0.406,0.109,0.3,office,South Central,53.6,,0
C0715,30,12364.0,464.79,0.063,0.417,0.194,1.3,restaurant,South Central,75.8,,0
C0716,10,1836.66,200.91,0.059,0.294,0.176,2.4,retail,South Central,88.6,,0
C0717,10,414.72,59.28,0.053,0.929,0.143,10.9,office,South Central,20.7,0.0,1
C0719,14,1215.83,84.62,0.047,0.882,0.176,13.7,retail,Northeast,41.4,0.0,1
C0720,32,19605.66,503.27,0.068,0.366,0.129,1.9,restaurant,South Central,84.7,,0
C0721,28,29781.95,738.6,0.067,0.382,0.206,3.7,restaurant,Northeast,80.8,,0
C0722,7,1005.85,119.83,0.043,0.955,0.364,19.4,restaurant,Northeast,36.3,1.0,1
C0723,9,1084.52,237.78,0.075,0.2,0.08,1.9,clinic,South Central,28.4,,0
C0724,13,1672.32,164.32,0.069,0.394,0.121,2.6,clinic,Northeast,67.1,,0
C0725,20,2629.93,170.09,0.068,0.314,0.196,1.6,clinic,Northeast,59.2,,0
C0726,11,780.52,78.56,0.042,0.885,0.115,8.3,office,South Central,89.2,1.0,1
C0727,33,13555.51,429.95,0.059,0.342,0.184,10.3,restaurant,Northeast,67.9,,1
C0728,12,684.81,58.47,0.034,0.969,0.125,10.4,retail,South Central,42.5,0.0,1
C0729,16,2442.43,128.61,0.039,0.946,0.081,8.4,office,South Central,76.4,0.0,1
C0730,11,63809.85,4798.3,0.068,0.267,0.333,6.6,school,South Central,16.6,,0
C0731,13,4475.64,227.23,0.069,0.333,0.278,0.4,nonprofit,Northeast,75.5,,0
C0732,30,17658.11,559.96,0.07,0.347,0.173,1.6,retail,South Central,83.3,,0
C0733,8,632.23,67.97,0.051,1.0,0.1,23.9,office,Northeast,45.5,0.0,1
C0734,17,1789.86,96.58,0.038,0.944,0.194,5.4,restaurant,Northeast,56.2,0.0,0
C0735,33,11186.84,490.43,0.064,0.442,0.182,4.4,restaurant,Northeast,79.2,,0
C0736,4,7215.4,1319.3,0.07,0.467,0.4,25.7,nonprofit,Southwest,46.4,,1
C0737,41,16308.51,401.71,0.065,0.318,0.165,0.6,restaurant,South Central,85.1,,0
C0738,11,3090.33,299.82,0.063,0.25,0.156,1.9,restaurant,South Central,57.5,,0
C0739,33,13327.46,337.19,0.054,0.423,0.205,2.4,restaurant,South Central,75.7,,0
C0740,15,7586.24,369.81,0.054,0.5,0.175,0.9,restaurant,Northeast,43.3,,0
C0741,6,8559.97,1621.34,0.054,0.444,0.444,13.3,school,Southwest,50.7,,0
C0742,11,1269.88,160.3,0.05,0.476,0.381,6.9,nonprofit,South Central,18.3,,0
C0743,10,1978.19,100.5,0.041,0.964,0.107,11.9,office,Northeast,53.3,1.0,0
C0744,20,4055.79,137.98,0.078,0.357,0.19,4.4,office,Northeast,35.0,,0
C0745,41,14427.77,421.06,0.074,0.446,0.152,0.3,restaurant,South Central,77.1,,0
C0746,15,3782.37,184.86,0.061,0.3,0.1,1.9,restaurant,South Central,40.9,,0
C0747,11,794.03,72.8,0.036,0.957,0.217,2.6,retail,North Central,78.7,0.0,0
C0748,7,13998.06,1574.21,0.057,0.435,0.348,6.9,school,Northeast,73.0,,0
C0749,31,9974.81,331.79,0.072,0.281,0.156,2.9,restaurant,Southwest,12.9,,0
C0750,4,376.23,106.89,0.032,0.889,0.056,26.3,restaurant,Northeast,80.4,1.0,1
C0751,12,1928.07,143.72,0.052,0.385,0.308,3.6,clinic,South Central,40.4,,0
C0752,11,2183.15,182.06,0.062,0.4,0.233,14.6,office,South Central,39.8,,1
C0753,11,1914.75,159.06,0.058,0.474,0.105,0.4,office,North Central,56.7,,0
C0754,10,3526.96,244.74,0.076,0.357,0.214,23.3,clinic,Northeast,89.1,,1
C0755,7,1110.37,318.81,0.055,0.32,0.36,0.4,school,Northeast,80.0,,0
C0756,27,11833.16,425.19,0.059,0.351,0.193,1.4,restaurant,Southwest,44.0,,0
C0757,37,14416.69,442.17,0.066,0.368,0.168,0.3,retail,Northwest,49.1,,0
C0758,14,2295.51,196.99,0.061,0.324,0.216,1.3,clinic,South Central,66.0,,0
C0759,19,5273.08,425.45,0.074,0.379,0.227,0.6,restaurant,Southwest,35.1,,0
C0760,24,4503.26,180.55,0.071,0.286,0.204,0.7,retail,South Central,45.0,,0
C0761,2,2044.14,1433.34,0.06,0.091,0.545,17.6,nonprofit,South Central,35.4,,0
C0762,16,1578.23,101.27,0.045,0.966,0.172,2.7,office,South Central,75.2,1.0,0
C0763,18,1022.25,79.76,0.035,0.975,0.175,3.3,retail,Southwest,69.4,1.0,1
C0764,33,16400.52,573.74,0.061,0.344,0.161,0.9,restaurant,Southwest,80.4,,0
C0765,54,32605.86,532.07,0.07,0.392,0.167,1.3,restaurant,Northeast,41.5,,0
C0766,8,1582.66,197.83,0.044,0.625,0.125,1.9,restaurant,South Central,4.9,,0
C0767,36,14306.59,537.98,0.072,0.227,0.182,1.3,restaurant,North Central,51.0,,0
C0768,24,9605.58,666.11,0.07,0.28,0.18,2.9,restaurant,Northeast,34.9,,0
C0769,15,12105.23,927.71,0.035,0.304,0.348,4.9,school,Northeast,67.2,,0
C0770,2,2070.87,1035.44,0.046,0.5,0.0,1.3,restaurant,Northeast,1.5,,0
C0771,32,13405.36,437.08,0.064,0.355,0.224,0.9,restaurant,Southwest,61.5,,1
C0772,8,645.14,116.33,0.059,0.231,0.077,4.3,retail,South Central,17.6,,0
C0773,6,6234.55,1299.13,0.075,0.167,0.417,1.3,school,Southwest,33.8,,0
C0774,50,29404.05,454.14,0.071,0.321,0.26,1.3,restaurant,Southeast,86.3,,0
C0775,11,1138.96,103.54,0.039,0.909,0.091,12.3,restaurant,South Central,7.6,0.0,1
C0776,11,2106.87,199.48,0.053,0.423,0.192,3.3,office,Northeast,69.4,,0
C0777,14,9768.27,402.25,0.095,0.226,0.129,0.3,retail,South Central,60.0,,0
C0778,9,1751.14,287.12,0.073,0.429,0.286,2.4,office,South Central,41.6,,1
C0779,31,11031.32,498.73,0.063,0.521,0.123,0.7,restaurant,Southwest,30.8,,0
C0780,9,21752.14,2363.29,0.09,0.111,0.056,0.7,school,South Central,60.4,,0
C0781,5,177.92,68.39,0.038,1.0,0.182,36.7,restaurant,Southwest,56.7,1.0,1
C0782,8,1466.33,291.94,0.06,0.412,0.059,5.6,office,Southwest,63.0,,1
C0783,6,240.05,93.77,0.042,0.857,0.321,11.9,nonprofit,South Central,32.5,0.0,0
C0784,4,7788.13,1919.98,0.082,0.167,0.333,9.7,school,South Central,81.1,,0
C0786,10,710.93,54.08,0.053,0.923,0.231,15.4,retail,South Central,37.0,0.0,1
C0787,21,9498.09,368.2,0.063,0.409,0.159,3.7,retail,South Central,77.2,,0
C0788,17,6305.52,301.44,0.061,0.298,0.17,0.6,clinic,South Central,71.5,,0
C0789,34,20326.38,582.51,0.064,0.244,0.049,3.4,restaurant,South Central,14.3,,0
C0790,3,564.72,296.6,0.072,0.333,0.278,22.6,clinic,Northeast,62.0,,1
C0791,9,999.73,81.18,0.05,1.0,0.2,3.3,office,Northeast,22.8,1.0,0
C0792,4,4124.83,1138.88,0.051,0.286,0.143,4.6,school,Northeast,13.4,,0
C0793,8,28281.11,2939.36,0.068,0.125,0.188,0.3,school,Northeast,72.5,,0
C0794,16,5177.41,242.01,0.081,0.379,0.207,1.9,clinic,North Central,45.0,,0
C0795,31,13398.72,432.42,0.061,0.297,0.109,0.3,retail,South Central,40.7,,0
C0796,30,9428.79,338.41,0.069,0.448,0.09,0.6,retail,Northeast,84.3,,0
C0797,10,704.11,154.84,0.064,0.438,0.156,3.9,office,South Central,82.3,,0
C0798,21,13643.59,618.76,0.068,0.35,0.117,0.3,retail,Northeast,80.0,,0
C0799,7,13041.83,2239.38,0.076,0.238,0.476,18.6,school,Northeast,87.7,,1
C0800,35,12855.52,492.32,0.058,0.293,0.196,0.3,restaurant,Southwest,75.3,,0
C0801,29,15425.04,435.39,0.065,0.356,0.137,1.3,restaurant,South Central,48.2,,0
C0803,8,6536.95,817.12,0.076,0.25,0.0,0.6,restaurant,Southwest,2.9,,0
C0804,6,732.31,201.55,0.072,0.316,0.105,13.6,clinic,Northeast,79.9,,0
C0805,13,1216.62,103.59,0.042,0.964,0.286,0.7,office,South Central,55.6,1.0,0
C0807,12,21306.59,2927.65,0.074,0.156,0.219,6.6,school,Southwest,36.6,,0
C0808,9,1258.41,86.85,0.044,0.923,0.5,5.6,nonprofit,South Central,87.6,1.0,0
C0809,7,2739.75,308.81,0.061,0.28,0.16,29.3,clinic,Northeast,53.4,,1
C0810,50,25858.44,460.64,0.066,0.331,0.169,1.3,retail,South Central,47.9,,0
C0811,19,937.62,61.86,0.045,0.87,0.152,8.9,retail,Southwest,61.5,0.0,1
C0812,14,1045.78,65.35,0.037,0.973,0.081,5.9,restaurant,Southwest,36.1,1.0,1
C0813,31,11572.4,486.31,0.063,0.388,0.163,5.7,restaurant,South Central,64.7,,1
C0814,34,15840.39,478.91,0.063,0.406,0.109,0.9,retail,North Central,77.5,,0
C0815,18,14635.79,567.91,0.064,0.403,0.226,1.3,restaurant,Northeast,37.8,,0
C0816,21,4121.72,255.26,0.08,0.261,0.152,7.7,office,Southwest,33.9,,0
C0817,14,3064.08,174.57,0.052,0.208,0.125,10.7,clinic,Northeast,57.5,,0
C0818,8,9830.5,2047.83,0.081,0.353,0.412,14.3,school,Southwest,86.6,,0
C0819,22,10185.44,605.11,0.075,0.322,0.237,4.7,restaurant,Northeast,63.5,,0
C0820,13,2034.25,179.48,0.055,0.5,0.206,11.9,clinic,South Central,75.1,,0
C0821,11,5217.95,299.02,0.054,0.379,0.241,15.7,office,South Central,64.4,,1
C0822,12,18353.14,2310.16,0.079,0.308,0.385,4.7,school,South Central,88.8,,0
C0823,3,4628.19,2612.14,0.078,0.091,0.182,3.6,school,South Central,87.3,,1
C0824,27,13532.02,558.59,0.081,0.206,0.191,2.6,retail,South Central,33.1,,0
C0825,20,7272.89,363.64,0.073,0.4,0.2,3.3,restaurant,South Central,9.2,,0
C0826,4,408.0,84.59,0.023,1.0,0.333,13.7,office,Northeast,22.0,0.0,1
C0827,9,3264.46,214.45,0.061,0.481,0.222,13.7,clinic,Southwest,34.0,,0
C0828,26,14451.27,582.08,0.074,0.289,0.263,0.3,restaurant,Southwest,73.4,,0
C0829,30,13123.55,493.33,0.067,0.347,0.187,0.7,restaurant,Northeast,51.6,,0
C0830,17,6170.47,255.43,0.073,0.393,0.214,0.3,retail,South Central,61.8,,0
C0831,5,323.8,66.69,0.047,0.957,0.087,26.9,retail,South Central,78.9,0.0,1
C0832,5,473.95,143.01,0.07,0.353,0.118,22.9,office,South Central,56.0,,1
C0833,22,6471.52,325.22,0.065,0.39,0.098,0.9,clinic,Northeast,78.2,,0
C0835,35,16927.97,459.7,0.063,0.314,0.181,7.6,restaurant,Southeast,37.1,,0
C0836,41,21067.53,629.43,0.078,0.373,0.147,2.4,restaurant,South Central,30.3,,0
C0837,8,1333.52,153.21,0.081,0.364,0.227,7.7,school,Northeast,75.3,,0
C0838,12,745.54,72.74,0.042,1.0,0.071,11.7,retail,Northeast,20.6,1.0,1
C0839,7,8682.08,1240.3,0.037,0.286,0.286,8.3,school,South Central,9.4,,0
C0840,5,655.14,144.3,0.065,0.4,0.133,19.9,office,Northeast,70.2,,1
C0841,9,8964.28,1757.01,0.074,0.333,0.286,4.3,nonprofit,South Central,38.5,,0
C0842,11,1219.21,81.72,0.032,0.957,0.435,16.9,clinic,South Central,67.8,0.0,1
C0843,10,4146.61,229.96,0.061,0.393,0.107,1.3,retail,Southwest,66.2,,0
C0844,6,460.34,93.8,0.037,0.364,0.182,3.9,office,South Central,18.0,,0
C0845,16,969.13,67.38,0.042,1.0,0.029,1.3,retail,South Central,81.8,0.0,1
C0846,38,12862.52,383.81,0.064,0.389,0.12,0.9,restaurant,Northeast,45.0,,0
C0847,7,511.31,272.7,0.053,0.385,0.269,16.7,office,Southwest,47.4,,0
C0848,59,29587.59,606.64,0.071,0.36,0.187,0.9,restaurant,Northeast,85.8,,0
C0850,8,2503.99,313.0,0.098,0.0,0.0,4.6,retail,South Central,3.4,,0
C0851,14,952.1,68.5,0.048,1.0,0.276,11.9,restaurant,Northeast,53.1,1.0,1
C0852,5,452.15,97.07,0.046,0.889,0.222,19.7,office,Northeast,22.8,1.0,1
C0853,14,3266.92,247.98,0.076,0.36,0.12,2.7,retail,Southwest,36.9,,0
C0854,13,1965.01,177.73,0.079,0.269,0.308,10.4,office,Northeast,48.7,,1
C0855,9,2039.15,197.9,0.054,0.4,0.267,2.9,clinic,South Central,88.2,,0
C0856,11,1569.87,210.75,0.076,0.281,0.125,18.4,retail,North Central,84.9,,1
C0857,16,3895.82,244.7,0.074,0.206,0.412,1.6,nonprofit,Northwest,80.1,,0
C0858,15,1204.91,71.38,0.047,1.0,0.205,2.9,restaurant,South Central,41.5,0.0,0
C0859,12,22998.64,2049.71,0.066,0.292,0.333,6.7,school,Northeast,75.2,,0
C0860,16,1001.54,81.75,0.036,1.0,0.258,11.9,clinic,Northeast,69.1,1.0,0
C0861,5,890.75,349.65,0.066,0.167,0.056,6.3,clinic,South Central,26.3,,0
C0862,13,3165.56,159.73,0.059,0.29,0.129,1.6,clinic,Northeast,68.2,,0
C0863,19,3133.51,192.35,0.059,0.167,0.25,4.7,office,South Central,60.1,,0
C0864,15,42535.67,2716.06,0.072,0.179,0.487,14.3,school,Northeast,71.3,,0
C0865,9,2473.58,394.34,0.066,0.233,0.163,19.9,restaurant,Northeast,51.0,,1
C0866,10,3247.82,291.64,0.068,0.263,0.211,0.7,office,Northwest,63.1,,0
C0867,9,1716.87,167.28,0.054,0.368,0.158,8.7,office,Northeast,42.5,,0
C0868,10,1391.66,110.92,0.039,1.0,0.238,4.3,clinic,South Central,33.3,0.0,1
C0869,12,950.71,74.46,0.04,0.943,0.2,2.4,office,Northeast,60.9,0.0,0
C0870,6,904.02,105.21,0.049,0.824,0.235,13.6,retail,South Central,31.8,0.0,1
C0871,13,2603.92,211.77,0.072,0.278,0.083,0.6,office,Northeast,46.0,,0
C0872,21,1345.72,60.38,0.049,0.952,0.143,2.6,restaurant,Northeast,56.8,0.0,0
C0873,21,11993.91,498.87,0.065,0.317,0.217,0.4,restaurant,South Central,33.5,,0
C0874,12,1719.39,95.7,0.049,0.964,0.214,0.9,office,Northwest,40.5,1.0,0
C0875,26,9890.09,362.16,0.065,0.224,0.104,1.9,restaurant,Northeast,62.5,,0
C0876,29,14232.1,437.49,0.062,0.391,0.203,8.6,restaurant,Northeast,57.5,,1
C0877,7,445.58,64.94,0.047,0.96,0.04,16.4,retail,South Central,39.8,1.0,1
C0878,18,4587.84,214.0,0.052,0.387,0.161,10.7,clinic,South Central,86.5,,0
C0879,11,2811.62,241.87,0.065,0.345,0.31,9.7,clinic,Northeast,57.9,,0
C0880,6,1197.39,304.66,0.066,0.4,0.16,8.4,clinic,Northeast,49.8,,0
C0881,14,32710.49,1915.24,0.051,0.333,0.333,3.4,school,Southwest,64.8,,0
C0882,28,14591.53,491.87,0.07,0.333,0.2,0.9,restaurant,Northeast,79.5,,0
C0883,8,564.3,244.04,0.05,0.292,0.292,5.3,retail,South Central,73.1,,0
C0884,21,6944.59,288.66,0.065,0.234,0.213,2.3,restaurant,South Central,86.5,,0
C0885,8,961.69,173.12,0.066,0.333,0.222,21.4,retail,Northeast,59.2,,1
C0886,8,1127.79,126.49,0.041,0.857,0.179,2.9,restaurant,Northeast,89.2,0.0,0
C0887,6,883.09,233.31,0.048,0.421,0.053,6.4,office,South Central,58.7,,0
C0888,6,547.87,82.58,0.05,1.0,0.067,21.4,office,Northeast,42.3,0.0,1
C0889,12,94101.83,4918.9,0.073,0.162,0.378,0.6,school,Northeast,79.8,,0
C0890,9,1577.01,198.96,0.064,0.158,0.263,10.9,nonprofit,Northeast,50.0,,0
C0891,5,270.97,77.37,0.036,1.0,0.143,1.6,office,Northeast,82.8,1.0,0
C0892,53,23188.95,400.19,0.06,0.324,0.235,0.3,restaurant,South Central,79.1,,0
C0893,4,204.66,51.16,0.074,1.0,0.25,0.3,office,Northeast,10.1,1.0,0
C0894,11,876.82,105.01,0.042,0.963,0.185,9.9,nonprofit,Northeast,50.5,0.0,0
C0895,14,3257.29,320.55,0.069,0.222,0.222,0.3,restaurant,South Central,30.5,,0
C0896,9,4020.84,236.05,0.069,0.462,0.269,5.4,office,South Central,65.2,,0
C0897,11,3160.1,220.78,0.069,0.267,0.2,8.7,restaurant,Southwest,31.5,,0
C0898,58,30934.95,508.64,0.058,0.393,0.154,0.3,restaurant,Southwest,85.5,,0
C0899,12,805.38,85.0,0.042,0.923,0.154,9.6,restaurant,South Central,82.3,0.0,1
C0900,12,1291.02,241.77,0.066,0.4,0.114,3.7,retail,South Central,65.6,,0
